res_id,user_id,rating,rating_text
18629607,43171732,5,The well-decorated space lends a fantastic ambience.Braving Sarjapur traffic for this place is worth it for sure.   We had attentive servic...
52015,43188500,3,"Paneer biriyani was nice previously. Paneer content was also more.but this time, quality and quantity of paneer was little less..kindly ompr..."
52015,43159634,5,"This place served me well. I ordered Dum biryani, Chilly Babycorn and Mushroom Kadhai. All of them were good. However, I liked the chilly ba..."
52015,43131326,4,My regular food option over weekends. Biriyani here is nice and quite voluptuous. Online food delivery is always fast. Overall a decent rest...
52015,43130276,1,The spiciest biryani i ever had in my carrier. Am big tym biryani lover n felt very bad n disappointed with their biryani .and their portion...
52015,43121805,1,Bought 2 biriyanis and chicken side dish....the biriyani was extremely oily and not very tastly...no raitha was given...the quantity of biri...
18684431,43195572,5,"Extremely polite staff. Wonderful food :) Desmond is wonderful! Really helpful, kind and an amazing person. Would definitely recommend this ..."
18684431,43149644,5,"Very nice place to catch up with friends and just chat. The food is good, drinks reasonably priced, waiters attentive and most importantly m..."
18684431,43148939,4,Really good place to hangout with friends...the rates r a bit overpriced for the quantity of food served... service is amazing...it's crowde...
18684431,43140424,5,BTDT is a great place to chill and hangout at with friends. Mr. Desmond waited on us and he was an absolutely wonderful person with a great ...
18684431,43125780,4,"Nice place. Food is delicious, have a lot of vegetarian options which not just satisfy your eyes but are equally good to your taste buds as ..."
18579174,43183376,5,"Polite staff, good experience. Good food! The chicken pieces have less meat..empire banergta road good food good service and staff also good..."
18579174,43174908,1,Ordered food online and the restaurant was preparing food for 1:30 hours and delivery cold food. Worst branch. Do not order online. As other...
18579174,43171806,5,Awesome services is food and ambiance at empire restaurant bangalore arekere gate # Must visit ) keep up the goods spirit .. Awesome Variety...
18579174,43168691,5,Good food good services today i am my family hotel empire arekere i took the hot chills tawa fish and shadiki biriyani matoon raan hot chill...
18579174,43160929,1,The place is tagged for being hygienic. However in reality there are flies and mosquitoes everywhere. Trust me this is one of the direst emp...
18996772,43196366,5,Thsi place is amazing for non-veg lovers. Their seafood sizzler and Indonesian chicken sizzler have finger licking taste. Top ups and oats a...
18996772,43194903,5,A cute cafe with Lord of the Rings and Hobbit Shire theme. The waiters here are dwarfs and they always wear a smile on face. Very friendly s...
18996772,43187851,1,The food is not upto the mark The yoghurt kebabs were very sour  The sizzler was stale and no sizzle  The mojito drink tasted like a lychee ...
18996772,43187104,5,"I loved the ambience! And the sheer thought behind the place! Brilliant! We had ice teas and a couple of starters, couldn't get to the main ..."
18996772,43165064,4,"This place in Koramangala is a very cute cafe which has come up in hobbit theme, yes you heard it right. The place is managed by dwarfs, the..."
53124,43189672,5,Rajdhani - Aamlicious Mango Festival :)   One of the most valued north Indian vegetarian restaurant chain in bangalore comes up with Aamlic...
53124,43143936,3,"I ordered from this place, so can't comment much about the seating arranngement or ambience of this place. I ordered Puri Bhaji, but I'm afr..."
53124,43082853,5,"Had the aamlicious lunch at Indranagar outlet. One heavy meal it was. More than half the meal had mango dishes in it, either the raw mango w..."
53124,43057107,5,"All specialities of mango.. The season specials are being served at Rajdhani. With the best of the staff, and amazing service You'll enjoy e..."
53124,43050125,1,"I've been visiting Rajdhani for the last few years and the experience mostly has been quite good.  However, this time I was surprised with t..."
58725,43174702,5,had dinner here and got tasteful barbeque chicken and hyderbad biriyani. Freshly cooked and well presented.The waiters were attentive and se...
58725,43133539,5,"Brilliant food. Ambient environment. Good staff and family friendly setup. Service is prompt and food is delicious. Hence, a good place for ..."
58725,43082401,1,I had ordered non veg food and recieved veg items instead.I will never order from you.shame on you I never expected such thing.what kind of ...
58725,43063616,5,"Very tasty food with reasonable prices. We used to go regularly with family. my favourite dish is alfaham Biryani and alfham chicken,combos."
58725,43055882,1,West of my money don't order from imperio Restaurant ghee rice is not ghee rice its only white Rice. I ordered frist time in zomoto and also...
18359919,43160730,1,"Im order paneer tikka pizza honest crust and sprite pet bottle ,but only given pizza,sprit pet bottle is not given,this onesta cheet for me...."
18359919,43152419,5,"Great place for family and friends. As usual great ambience, courteous staff, tasty pizza and much more..you will just love it. Especially P..."
18359919,43149649,1,Onesta JP nagar is listed down as partner restaurant for Zomato gold. But when we reached there they said we are not accepting Gold membersh...
18359919,43145143,4,I like their desserts. Mango baked cheese cake is my favorite *.* Their fries and wedges are perfect and they serve them with a lip smacking...
18359919,43122966,5,Prajesh was good in serving and interacting with us and the food was awesome .prajesh gave us an excellent service. And the place was really...
18353121,43197395,4,Fast service and good food. Ample open car parking outside. Mostly crowded outside and inside and it will take at least 20 minutes even if y...
18353121,43195404,5,"Good food, friendly staff and good service, the ambience is also nice mustafizur rehman and surojit were very attentive. I will recommended ..."
18353121,43172813,5,"Food is really good, Mustafizur and Saurav were really nice, all the items were really tasty and good, I really enjoyed my meal along with m..."
18353121,43171528,4,"My son enjoyed a lot, awesome food, awesome experience, you guys made our evening. Wonderful ambience, you cook your stuff, what an idea to ..."
18353121,43168697,5,Food service was good by sourav and rasul. Need to improve in some starters. Else everything including deserts and drinks was surperb. Servi...
56573,43027531,1,I ordered for a Special boneless chicken biryani online and got Mutton biryani instead and when I tried reaching the restaurant in the numbe...
56573,43002690,1,"Worst worst worst food ,its not fresh I think it may be 2 days back food they are providing getting smell from that ,not able to eat ,please..."
56573,42985740,1,Order Andhra Chicken curry...but what I got sweet chicken curry with not properly cooked chicken pieces.  Stay away..pls . unhealthy food .....
56573,42976941,1,I have ordered egg chilly from this restaurant yesterday. I just took a piece of it in my mouth the egg was hard as rock and it's completely...
56573,42923166,2,"Greasy, greasy, greasy! Also, packaging is completely against bbmp laws. Food was so oily we couldn’t eat it. Definitely not going to orde..."
18503723,43198627,1,"Today I ordered a Margherita Pizza and virgin Mojito from Onesta. When I received the order and opened the box, two slices were missing from..."
18503723,43195416,5,The place is superb specially the service segment. Not to forget Tuton Roy who was superb....This is place is definately value for money ...
18503723,43189201,5,Tuton roy u r fabulous as u served us and great time had fun with your loved one's gonna come again and again and served by tuton and thanks...
18503723,43189131,5,tuton Roy Good people management and timing order understanding person onesta is really good fabulous service good food great pricing great ...
18503723,43178776,4,I am a regular at Onesta for their amazing and light pizzas 🍕 ... One can never get over their mild flavours . We went with a group of fr...
50474,43193716,4,"I went over to empire for the ramzan food mela hosted it by it every year.  The one month food mela, put up every year during the month of r..."
50474,43189784,4,Went for the Ramzan food festival absolutely lip smacking food. You need to carry your change otherwise getting change is difficult. It's a ...
50474,43186800,5,One of the best restaurants in koramangala. we order grilled chicken and mutton biriyan boneless it's was very good and great thanks. You fo...
50474,43172823,2,This place is situated at the best place in Koramangala. It has reasonable pricing. But the food isn't worth it. The service is really slow ...
50474,43162131,5,Empire Juice shop is very good 300 nice no side is doing very good and very good job is hosting the guest Mr Arif is a manager and his on fl...
50066,43192614,4,The staff was very courteous; their behaviour was impeccable… Our server took continuous feedback of the food items… He even offered to ...
50066,43159145,5,"Mangal , Prasenjit and afsar were fabulous tonight. We had some very nice experience with the whole team. Food was amazing , experience of a..."
50066,43141526,5,Barbeque Nation has brought to India the unique concept of the live grill. This is the best place for all those people who want to try somet...
50066,43141040,5,Nice food. Good taste. Excellent service provided by the staffs. The money I spent worth's that kind of food. Hope I can visit the restauran...
50066,43134720,4,The welcome drink and the varieties of the food was amaizng..Be it for veg and non vegeterian they have amazing spread of starters..They wer...
18734311,43196432,2,"The food is good but the music is damn loud. Sometimes you can not hear your own inner voice. Service is something they need to look into, n..."
18734311,43176603,2,"Food was disappointing , very less options and poor quality and taste . Ambiance for drinks with friends is good. Nothing great about the pl..."
18734311,43163938,3,Ambience is pretty nice but their AC doesn’t works so wouldn’t advise to go on a hot day.  We couldn’t stop sweating. Drinks and food ...
18734311,43129504,1,Very unhygienic place. Left the place immediately after noticing cockroach on the table. The restaurant did assure that they do pest control...
18734311,43115546,1,Worst ambience no proper service no floor to dance not at all good music to play I wish no one should come here not at all wothful of money ...
18657127,43164688,2,The food was very average quality.  I really expected better quality food. The packaging was good but more time needs to be spent on the fo...
18657127,43037630,1,"this is just not greek salad hands down , bad as shit , i have never tasted such a salad named greek cheese salad , im sorry i used like eat..."
18657127,42929765,1,Ordered paneer tikka sub. Didn't have paneer(bare minimum) in it though. Didn't expect it as it had good reviews. Will need to think twice b...
18657127,42903233,5,Ordered Murg Chettinadu Thali for lunch. Food arrived on time. Packing was good. A label pasted on the box provided all nutritional informat...
18657127,42898851,1,"I suppose all the resources of this outlet go into promotion, fancy decor and buying fake reviews. I’d ordered chicken hakka noodles and a..."
18593506,43154111,4,Food here is simple and hygenic. This is our go to place whenever our cook is on leave . Love the chicken chettinad meal and chicken dimsums...
18593506,43118511,1,Ordered from eat fit bellandur today for 3 plates idlys and this is what i got:  1. Unsealed boxes without zomato seal.  2. Rotten idlys tas...
18593506,43094844,5,Such a great place for tasty food without bothering about the calories. The food here is of high quality and the packaging is awesome as wel...
18593506,43051938,1,Quantity : is too low. A Fit Thali Chicken is what just couple of rotis with little chicken curry. 0/5 Quality : is messed up by the packing...
18593506,42942802,2,food was delivered about after 1 hr 40 min of order. More over the quantity of chicken was very less and only capsicum was poured in that. w...
18339863,43192408,5,"It is a great place to hang-out and the DJ is pretty good too. The peanut chaat, fish fingers and fries are a must try! Looking for a place ..."
18339863,43184195,5,"The place ticks off all the boxes be it the ambience, food , drinks and even the music. The barbeque chicken pizza was outstanding. So was t..."
18339863,43176811,5,Really good place and good crowd. Enjoyed a lot. It has a really nice ambience and the ladies night on Wednesday was awesome. I would really...
18339863,43172111,4,Very good place to visit with your batch or team mates. As usual it is also one of the finest and costly places in Bangalore. DJ is good and...
18339863,43167770,4,"The place has a nice vibe, good music and a decent crowd. There is enough place to sit outside in case you prefer to have a conversation. Th..."
59713,43154237,4,One of the better roll places around. Don't confuse it with a Shawarma place as it doesn't serve that. Food while good is not visually appea...
59713,43046647,4,The special jumbo kudu is the best..taste delicious. But the portion size keeps on changing depending upon the person preparing it. Best pla...
59713,43021863,4,"If you love rolls, then this is the place. No this is not your average Kathi roll place. I would call it the desi subway. A large varieties ..."
59713,42901390,3,"They used to have some of the best rolls in all of Bangalore. Nowadays, Sometimes they are decent and sometimes they dont. Guess the chefs n..."
59713,42901146,4,Best place for non veg lovers. Having a stomach filling roll for cheap is the best . Ambience was not that good. But food was super amazing ...
18605025,43176122,4,Hello peeps!   This is a beautiful pub which is Put up just above KTM showroom in Indiranagar.  Its a cosy place with a very beautiful multi...
18605025,43155783,5,Went at lunch time on a weekday. The ambience is a more hep pub scene with dark corners for people who would prefer eating in privacy. The m...
18605025,43155715,4,Bakasura was at 657. The options for vegetarians were less. Bakasura somehow managed to order and feast. The cocktails & mocktails were good...
18605025,43150627,4,It was amazing 😉 the place is very pretty and not to forget the yummy food. The staff is courteous and friendly. The music is very nice. ...
18605025,43097653,4,Does this place stand out in Indiranagar? That a maybe or maybe not kinda question but it's a nice place to visit. Pretty safe bet when you ...
18379660,43198262,4,"As the name goes it indeed was a Azure Colored Cafe, with the decor matching the theme.  However since its a terrace restaurant you won’t ..."
18379660,43182797,5,An unexpected gem is this place. Be it ambiance the service or the taste of the food it's one of a kind. Being in the heart of the Bangalore...
18379660,43179807,4,"Nice view if you can get corner seat, you can see metro directly....I visited this place multiple times for veg sizzler.....fast service......."
18379660,43176748,4,Their food and drinks meet expectations and it’s definitely the place for hookah. Their service needs improvement because I find it slow b...
18379660,43149488,5,"One of the closest places to the metro station, so I end up visiting this place quite often. This place has really good food. I would recomm..."
58268,43187099,4,"Went on a date to this place. They had a romantic kind of ambience. With soft music, open roof. Food was tasty. The place is good to hang ou..."
58268,43143200,5,"This was my first time trying Korean food and I’m glad to say that I’ve loved it here!  Great taste, lovely presentation, amazing servic..."
58268,43137045,4,A cute lil place with awesome food. It's Asian menu is very interesting and good. This was first visit and I was lil skeptical about veg opt...
58268,43122699,5,"Although it was a little hard to locate, this place is super cute and has the most friendly staff! I tried the Teriyaki glazed chicken bao a..."
58268,43108275,3,Checked this place out for lunch on a Saturday and the place was packed. Table booking is recommended. Loved the teriyaki chicken bao and th...
51705,43198906,4,Good variety of beer and the place is so good. Enjoyed being there looking at how beers are brewed. A little congested but as a whole it was...
51705,43168835,5,", Toit has a fairly pleasant ambience during the day that veers towards a packed house in the evenings. The selection of in-house brews rang..."
51705,43151968,3,"Very neat place with good crowd and nicely brewed beer. Lot of waiting time though for weekends. Sides like pizza , calamari, spaghetti are ..."
51705,43151184,4,"It offers one of the best ambience and is not doubt the best craft beer and nachos !! A must visit in Banglore. However , the pasta dissapoi..."
51705,43150565,5,"Delicious chicken dishes are here...Beer quality is nice..Ambiance is beautiful and spacious...They have their own Beer,which is very good q..."
18526279,43194890,5,Sahil - The service was very good. Food taste and quality is really good. Ambience is neat. It is a good place to enjoy with family and frie...
18526279,43188987,5,the food was so good ...tofan was really helpful...we really enjoyed the food over there......he was so polite....he was good at service...w...
18526279,43188904,5,Very polite and courteous staff especially tofan who served very well and took care of service on time. Nice food with lot of varieties. Ver...
18526279,43188817,5,The food was so great। Specially hot basil prawns was so amazing।।good service by Mr tofan ।he was so polite।।।we really enjoy...
18526279,43188654,5,"It's a good place to have a date..service is excellent.. Tofan was good , polite and friendly..And the staff was good.excellent food and ser..."
18612909,43175443,5,Fabulous Hotel which is very very service oriented and maintains the authentic flavours of food. Love their Baigan Bhartha...Lip Smacking. H...
18612909,43171081,5,"One of the best restaurant in Bangalore.The food,service and the ambiance was very nice.Had a great evening.Good place for celebration a spe..."
18612909,43161046,5,Excellent!! This place serves one of the most authentic Punjabi food in Bangalore. The ambience is great... !! The service is great !! Food ...
18612909,43145088,5,"The Daal Makhni was to die for and while the other dishes were good too, the daal was a clear stand out. The interiors were designed nicely ..."
18612909,43139674,4,This place is colourful as expected. Food is delicious and have kathputhli performances too. But the service is slow and it's bit expensive....
18535583,43188232,5,"The biriyani is really good here. As its name, Grill Biriyanis it really is worth calling it. I really loved it's food. You should go and gi..."
18535583,43157047,1,We ordered a half grilled chicken and it tasted so awful that a plain salted chicken would ve tasted better than this. And god knows how lon...
18535583,43140782,1,This was my first time order with Grill biryanis. I have very bad experience with this becoz i found one chicken piece in paneer tikka. I hv...
18535583,43139652,2,"I ordered 3 items, Chilli Chicken, Sholey Kekab, Mutton Fry Biryani.  Instead of Sholey Kebab i was sent 5 to 6 very small MICROSCOPIC piec..."
18535583,43121700,2,Packing is not gud I found the box opened. You guy would have used tape to pack. Ordered 2 biryani got only one raita one sherwa 2slice of c...
18782265,43186564,3,Went with colleauges for lunch. Starters were ok. Not something very amazing or delicious. And yah it is vegetarian restaurant. Ambience is ...
18782265,43148763,5,"The Bangalore cafe - A known cafe in the centre of the city, made with a lot of love and passion, this cafe has been serving some mouthwater..."
18782265,43146902,5,The Bangalore Cafe is one of the best place in Bangalore to visit for veg people. Place is widely spread and had great ambience.  Ambience :...
18782265,43141424,5,The beauty of this cafe is about the variety of dishes thr serve and the way it is served is quite unique and attractive.There have a wide v...
18782265,43138568,5,"Rahul bhai Ankit bhai The Place is really Beautiful Great Ambiance , Good Food . The place is open till 1 am . You guys should definitely vi..."
18275048,43161501,5,"Had a great experience at this place, amazing food quick delivery and most of all very friendly support staff. Our table was taken care of b..."
18275048,43150347,5,"I was planning to visit since opened,finally yes visited. Great food and great service. Pocket friendly restaurant. Staffs were polite and f..."
18275048,43127945,4,I visited this place twice. First few good things about the place: They attract very good crowd and along with their loud music after few dr...
18275048,43127506,3,"The place has a very good ambience, however, they can definately work upon the taste.  Worth mentioning the happening environment and the cl..."
18275048,43115106,5,It was a  great saturday night... the ambience and the food was good.. Govinda was a great help . The music was great . As well the great vi...
61381,43150808,4,"Good place for some authentic rajasthani cuisine. The namesake kachori, papdi char and the jalebi were all delicious. Prices are also pretty..."
61381,43126959,4,"As usual best for samosa, kachori, Jelebi, moong halwa, Srikhand, sabudhana Kichidi n vada but this this time Jelebi n kachori is not hot......"
61381,43119067,3,"Heard a lot about this place so finally visited it on a weekend evening and boy, was it crowded! Yet, the service was relatively quick. Orde..."
61381,43118212,4,Love their Pyaaz Kachori! I would say that it’s a must try for all you Kachori lovers. Couple it with jaleebis. The Puri-aalo sabji combo ...
61381,43100592,1,"Their quantity (online order) is appalling. Ordered sabudana khichri for someone unwell, got what effectively is 3 tablespoon. Some cost cut..."
18880430,43196568,5,"A must visit place for north indian and chinese food, everyone should try their chicken lollypop and schezwan fried rice without thinking tw..."
18880430,43168395,5,"Awesome.. had a good time with my friend @vanilla sky, & we are coming this is 5th time. nice services from the guys who served us.. especia..."
18880430,43160484,4,Amazing little Cozy place for casual dining and drinks. Not very crowded on weekdays.  I loved the vibe the restaurant has. One thing that ...
18880430,43160452,5,Beautiful ambience. Great for Bangalore weather. Food was great. Perfect place for spending your evening with friends. Would highly recommen...
18880430,43158067,5,Nice food.Good place to hangout in hsr layout. Both veg and non-veg food are of top quality. Overall a place to visit more than once :) Grea...
18308756,43198427,5,"Great ambience, good food, friendly staff, Good hookah. Great place to hang out with friends.Had a wonderful time here, would definitely com..."
18308756,43198134,5,Prabhu is amazing person as always in hammered. Very polite and very friendly he is.Service is excellent and great food too.Will be your reg...
18308756,43196435,5,We came first time for hammered service given by Joyce Mary we really enjoyed her service we happy for all food we will come next time thank...
18308756,43176652,5,Best place Deepak is best person on floor in hammered.....food was tastey and drink aslo really very nice. And music very nice . Thank you f...
18308756,43172645,2,"Frankly very average and not worthy of the ratings it has on Zomato. We ordered drinks and starters and found the service extremely slow, so..."
18512886,43196355,4,"Decent place, good choice of music, diverse menu and a good ambience. Probably better to visit when it's not too hot outside. We liked the p..."
18512886,43195233,4,"The ambience of the place was really good. The quantity of the food was okay, but it tasted really good. Sumith, who served us, was very pol..."
18512886,43179749,3,Food was ok ok.....place is ok ok......but roof top is not fully open and not good....Service is little slow if you sit upstairs....big scre...
18512886,43175319,5,Great place and good food The ambience is nice The staff is very friendly and patient :) Had a great time with my friends Nice place to hang...
18512886,43173327,5,Polite nd friendly papiya was very guudd best palce to visit for food ambinace is gud chiken peri peri loipop was very yummyy its tggere sin...
18608773,43158767,4,The place is nice for both family or friends outing. Friendly and helpful staff. Chicken biriyani and lime juice very nice testy food very g...
18608773,43156213,5,Food is good and we ordered chilli chicken and taste was good and along with that we ordered egg fried rice and it also tastes good and wort...
18608773,43153017,5,Weekly 2 visits are confirmed with empire Mr. Shashi knows about it. And the service is provided by him is extra ordinary i must say the foo...
18608773,43152099,5,"Polite and friendly, had an amazing experience at the restaurant, food was tasty. I have been visiting this branch very frequently as always..."
18608773,43152063,5,"The visit was extremely happy for us, we had ordered empire signature dishes like butter chicken, malabar parota those were just amazing in ..."
18777147,43191590,4,Great place with a beautiful view and mostly crowded and the nightlife at this place is just wooow with a killer ambience and the loud music...
18777147,43185213,5,Visited this place more than 5 times and trust me it's really cool place for hangout. In weekends it's bit tuff to get table on rooftop but ...
18777147,43184296,4,Wat we ordered Nachos Pizza Pasta Mojito Water The taste was good! Loved the ambience and the crowd.... liked the presentation..... but it w...
18777147,43176159,5,Nice experience. Good music. Great service provided by David. No Zomato gold that a negative point else a 5 star experience. Fun unlimited. ...
18777147,43173397,5,"Very good ambiance with a great staff facility , Excellent food and quick service by Mr.David who was friendly all through . Great place to ..."
18492910,43167344,5,First time we visit Red Rhino....It was Awesome good food n excellent service by Shila and Rahul thank you hope we ll come again love the am...
18492910,43166536,5,Decent looking place. The food and beers were great. The nachos and non veg platter deserve special mention. The wheat beer was the best amo...
18492910,43148660,3,"Pretty spacious, decent place to hangout.. amazing music collection though, all stars to it. Food is good. Had one hell of an amazing night ..."
18492910,43125343,5,I just love this place. I celebrated my Batchelorete here  Both mocktails and cocktails are amazing. Sheesha is also really good.  Must try ...
18492910,43123399,5,Andra style Chilli chicken over here is orgasmic !!! I die for it any day ....         ooooooooooooooooooooooooooooooooooooooooooooooooolala...
